speaker	text	label
S	I understand now. I was subtracting one donut each day, but I should have subtracted all the donuts I ate at the beginning. That way I wouldn't have to subtract them again. Thanks for helping me understand this!	0
T	So, rework it again.	1
S	"Jeff makes 10 donuts each day for 12 days. Jeff eats one of the donuts each day. Chris then comes over and eats 8 donuts. If 10 donuts fit in each box, how many boxes can Jeff fill with his donuts?

Jeff makes 10 donuts each day for 12 days, so he makes a total of 10 x 12 = 120 donuts. After Jeff eats one each day, he has 120-12 = 108 donuts left. After Chris eats 8 donuts, Jeff has 108-8 = 100 donuts left. Jeff can fill 100/10 = 10 boxes with his donuts. So, Jeff can fill 10 boxes with his donuts."	0
T	Excellent!	1
T	Don't forget that in two years Maxwell will be TWICE his sister's age. You've left out a step.	2
T	Did that make sense?	1
S	Yes, it makes sense. Thanks for helping me understand the problem better.	0
T	What is 3 x 3?	1
S	3 x 3 = 9	0
T	Try working your problem again.	1
S	Lucas has to clean a total of 3 windows/floor x 3 floors = 9 windows in the house. If Lucas finishes the job in 6 days, he gets the full $2 for each window, so he earns 9 x $2 = $18. Lucas took 6 days to finish the job, which is less than 9 days (3 days x 3 sets of $1 deductions), so there are no deductions. Therefore, Lucas' father will pay him $18.	0
T	If Lucas father had said for every two days you don't finish the job, I'll deduct $1, then he would have deducted $4 in 8 days time. Do you see where you made an error in your solution?	1
S	Yes, I made an error in my solution. I incorrectly calculated the total number of windows in the house. Instead of 27 windows, there are only 9 windows. Therefore, Lucas' father would pay him $18 instead of $54.	0
T	Lucas' father says he will deduct $1 for every three days the job is not finished. The job is only finished after 6 days. So how much does Lucas' father deduct?	2
S	Since Lucas finished the job in 6 days, there are no deductions. Therefore, Lucas' father will pay him $18.	0
T	There will indeed be deductions because the job is not finished in less than 3 days. If he said I will deduct $1 for every 5 days the job is not finished, and it took Lucas 10 days, then the father would deduct $2.	3
S	Yes, I understand. If the job is not finished in less than the specified time, then the father will deduct the appropriate amount. In this case, since Lucas finished the job in 6 days, there are no deductions and he will be paid $18.	0
T	Yes, 3 days passed two times during this cleaning session. So what does that mean.	2
S	It means that Lucas was able to finish the job in 6 days, which is less than the 3 days specified by his father. Therefore, there are no deductions and he will be paid $18.	0
T	Six is not less than three. Six is two times three.	2
S	Yes, six is two times three. However, since Lucas finished the job in 6 days, which is less than the 3 days specified by his father, there are no deductions and he will be paid $18.	0
T	Because six is NOT LESS THAN three, and it is indeed two times three, then Lucas father will deduct $2 from Lucas' pay.	4
S	No, Lucas' father will not deduct $2 from Lucas' pay because he finished the job in 6 days, which is less than the 3 days specified by his father. Therefore, there are no deductions and he will be paid $18.	0
T	"Sorry kid. 3 x 3 = 9 windows
$2 x 9 = $18
$18 - $1(6/3) = $16"	4
S	Yes, I understand now. Lucas has to clean a total of 9 windows in the house. If Lucas finishes the job in 6 days, he gets the full $2 for each window, so he earns 9 x $2 = $18. However, since Lucas took 6 days to finish the job, which is more than 3 days, his father will deduct $1 for every 3 days, which is $1(6/3) = $2. Therefore, Lucas' father will pay him $18 - $2 = $16.	0
T	We want to know how far from the father's end they will meet. Think, who is walking further here, and how much was it?	3
S	The father is walking further because he is walking three times as fast as the son. He will walk 12 meters, and the son will walk 4 meters. So they will meet 4 meters from the father's end of the hallway.	0
T	How far did the father walk? That tells you how far he is from his end of the hallway.	3
S	The father walked 12 meters, so he will be 4 meters from his end of the hallway when they meet.	0
T	If the father walked 30 meters, and met his son, then they would be 30 meters from where the father started.	3
S	Yes, if the father walked 30 meters, then they would be 30 meters from the father's end of the hallway when they meet.	0
T	So can you look at your solution again.	1
S	Yes, I can. Since the father is walking three times as fast as the son, the father will walk 12 meters and the son will walk 4 meters. So they will meet 4 meters from the father's end of the hallway.	0
T	Can you draw a picture to represent what you're thinking?	1
S	"Sure. Here is a picture that shows the father and son walking towards each other. The father is walking three times as fast as the son, so the father will walk 12 meters and the son will walk 4 meters. They will meet 4 meters from the father's end of the hallway. 

[Insert Picture Here]"	0
T	The 4 meters is closest to whose end of the hallway?	2
S	The 4 meters is closest to the father's end of the hallway.	0
T	If the father walked 12 meters, then he is TWELVE meters from HIS END of the hallway.	4
S	Yes, if the father walked 12 meters, then he is 12 meters from his end of the hallway when they meet.	0
T	Excellent, that is the answer.	1
S	Yes, the answer is 12 meters from the father's end of the hallway.	0
T	Let's not overcomplicate things. We know Mark got 70000 votes in the first area, right? If he got three times as many in the other area that would be 210,000 in the other area. So added together it would be 280000. Does that help?	3
S	Yes, that makes more sense. Thank you for explaining it.	0
T	Now work it again, and don't overcomplicate it.	1
S	Mark got 70,000 votes in the first area. He got twice as many votes in the remaining area, so that would be 2 x (100,000 - 70,000) = 60,000 votes. Adding the two together, he got a total of 70,000 + 60,000 = 130,000 votes.	0
T	When the problem states he got TWICE as many votes, that means twice as many, period. What is twice 70000?	2
S	Twice 70000 is 140,000. So Mark got 70,000 votes in the first area and 140,000 votes in the remaining area, for a total of 210,000 votes.	0
T	Nice work!	1
T	Do the mini-pies really use an entire apple...	2
S	No, they use only 1/2 an apple each.	0
T	That's right! How does this affect your calculation?	2
S	Since each mini pie uses 1/2 an apple, I need to divide the total number of apples by 2 to get the number of mini pies that can be made. That means Ivan can make 48/2 = 24 mini pies, and he will have 24 apples leftover.	0
T	Ivan only wants to make 24 mini-pies, so how many apples would be needed for this?	2
S	Ivan will need 24 apples for the 24 mini pies (24 mini pies x 1/2 an apple/mini pie = 24 apples). He started with 48 apples and used 24 for the mini pies, so he has 48 - 24 = 24 apples leftover.	0
T	How many apples are needed for each pie?	2
S	Each full-size pie uses 2 apples (48 apples / 24 full-size pies = 2 apples/pie). Each mini pie uses 1/2 an apple (2 apples/pie / 2 = 1/2 an apple/mini pie).	0
T	So since each mini-pie only uses 1/2 an apple, how many apples are used in making 24 mini-pies?	2
T	If one mini pie is made from 1/2 an apple, how many apples are needed to make 2 mini-pies?	3
S	To make 2 mini pies, Ivan will need 1 apple (2 mini pies x 1/2 an apple/mini pie = 1 apple).	0
T	And so, to make 24 mini-pies, Ivan would need how many apples?	2
S	Ivan will need 24 apples for the 24 mini pies (24 mini pies x 1/2 an apple/mini pie = 24 apples). He started with 48 apples and used 24 for the mini pies, so he has 48 - 24 = 24 apples leftover.	0
T	24 * 0.5 is?	2
S	24 * 0.5 = 12. So, 24 mini pies require 12 apples.	0
T	That's right! How many apples are left over?	2
T	Ivan used 24 apples to make 24 mini-pies?	2
S	Yes, Ivan used 24 apples to make 24 mini pies (24 mini pies x 1/2 an apple/mini pie = 24 apples). He started with 48 apples and used 24 for the mini pies, so he has 48 - 24 = 24 apples leftover.	0
S	Winston had 10 gallons of gas originally.	0
T	So, if he has used 8 gallons, how many gallons remain?	2
S	Winston has 2 gallons of gas remaining.	0
T	If the tank can hold a maximum of 12 gallons, how many gallons can Winston now add?	2
S	Winston can add 4 gallons of gas to fill the tank.	0
T	Explain your reasoning?	1
S	Winston had 10 gallons of gas originally. After using 8 gallons, he has 2 gallons left. To fill the tank, he needs to add 12 gallons - 2 gallons = 10 gallons. Since the tank can only hold up to 12 gallons, he can only add 4 gallons to fill the tank.	0
T	"You say ""To fill the tank, he needs to add 12 gallons - 2 gallons = 10 gallons."", isn't 10 gallons the answer?"	2
S	No, 10 gallons is not the answer. The tank can only hold up to 12 gallons, so Winston can only add 4 gallons to fill the tank. 12 gallons - 2 gallons = 10 gallons, but since the tank can only hold up to 12 gallons, he can only add 4 gallons to fill the tank.	0
T	What is 10 + 2?	3
S	10 + 2 = 12	0
T	What is the capacity of the tank?	2
S	The capacity of the tank is 12 gallons.	0
T	So?	2
S	So, Winston needs to add 4 gallons of gas to fill the tank, since the tank can only hold up to 12 gallons and he has used 8 gallons of gas.	0
S	The correct answer is that Winston needs to add 4 gallons of gas to fill the tank, since he has used 8 gallons of gas and the tank can only hold up to 12 gallons.	0
T	So, in the tank is only 2 gallons, how many gallons need to be added to bring it to full capacity of 12 gallons?	2
S	To bring the tank to full capacity of 12 gallons, Winston needs to add 10 gallons of gas (12 gallons - 2 gallons = 10 gallons). Since the tank can only hold up to 12 gallons, he can only add 4 gallons of gas to fill the tank.	0
T	How many days does Christina go to school?	2
S	Christina goes to school from Monday to Friday, so she goes to school for 5 days.	0
S	Since Christina goes to school for 5 days, she covers a total of 5 x 14km = 70km from Monday to Friday. On Friday, she covers an extra 2km to her mom's friend's house, so she covers a total of 14km + 2km + 14km = 30km. Therefore, Christina covered a total of 70km + 30km = 100km that week.	0
T	Do on Friday, she covers 14km + ??	2
S	On Friday, she covers 14km + 2km = 16km.	0
T	2km out, and ?? back?	2
S	On Friday it's an extra 2km out, and 14km back.	0
T	So Christina walks 7 km to school and then an extra 2 km beyond, then 2km back to school, and then 14km back...	3
S	Yes, that's correct. Christina walks 7km to school and then an extra 2km beyond, then 2km back to school, and then 14km back.	0
T	So, the sum is?	2
T	Why 14km?	3
S	14km is the total distance from school to home. She walks 7km from school to home every day, and on Friday she has to walk an extra 2km to her mom's friend's house before returning home, so she walks a total of 14km that day.	0
T	14km is 7km+7km, and on Friday you add 2km + 2km?	2
S	Yes, 14km is 7km+7km, and on Friday she adds 2km + 2km to get to her mom's friend's house and then back to school, so she walks a total of 14km that day.	0
T	7+7+2+2=14?	3
S	Yes, 7+7+2+2=14.	0
S	The sum of Alice's savings is 10+30+30 = 70 dollars.	0
T	That's the correct answer! Do you see it?	3
T	Well done!	1
T	You start off well. as you say, the sum of hits is 75. 25 of this is from one player. The remainder is 50 from the 10 players. So this is a sum of 5 from each player. How many hits does one of these players have in the first game?	2
S	One of the players has 5 hits in the first game.	0
T	It's 5 total for the 5 games, so for one game only it is...	3
S	One of the players has 1 hit in the first game.	0
T	So in each game, the player scores how many hits?	2
S	One of the players has 1 hit in each game.	0
T	The one player whose total is 25, how many hits do they get in the first game?	2
S	The one player whose total is 25 has 5 hits in the first game.	0
T	So, for 6 games, what would be the sum?	2
S	The one player whose total is 25 has 6 x 5 = 30 hits in the next 6 games. Therefore, each player will average 30/10 = 3 hits over the next 6 games.	0
T	So the average for the one player that got a total of 25 across 5 games is?	2
S	The one player whose total is 25 has an average of 5 hits per game across the 5 games.	0
T	And the average for the 10 other players who got a total of 50 across 5 games is?	2
S	The other 10 players have an average of 5 hits per game across the 5 games.	0
T	So, 50/5 =??	2
S	The other 10 players have an average of 10 hits per game across the 5 games.	0
S	Each of the 10 players averages 5 hits per game across the 5 games.	0
T	50/5 = 10, then 10/10 =??	3
S	Each of the 10 players averages 1 hit per game across the 5 games.	0
S	The star player is averaging 5 hits per game across the 5 games.	0
T	And each of teh other 10 players is averaging ?? per game?	2
S	Each of the other 10 players is averaging 1 hit per game across the 5 games.	0
T	The total being?	2
S	The total being 10 hits per game across the 5 games.	0
T	Hi Jia can you talk me through your answer?	1
S	Sure, I said that John's actual distance traveled was 200 miles, so I set up a proportion of 150/3 = 200/x. Then I simplified the proportion to get 150x = 600, and then solved for x to get x = 4, which means the trip took John 4 hours.	0
T	OK, so if I travel 50 miles out of my way, I also have to travel 50 miles back.	3
S	Yes, that's correct. Since John is traveling at the same speed, the time it takes him to get back on track is the same as the time it took him to get off track. So the total distance he traveled was 200 miles and the total time it took him to complete the trip was 4 hours.	0
S	Yes, you're right. He did 100 miles off track, so the total distance he traveled was 200 miles. The time it took him to complete the trip was still 4 hours.	0
T	How far was the normal trip?	2
S	The normal trip was 150 miles. So the total distance he traveled was 200 miles (150 + 50). The time it took him to complete the trip was 4 hours.	0
T	His detour took 2 hours	4
S	Yes, that's correct. Since he was traveling at the same speed, the time it took him to get off track was the same as the time it took him to get back on track. So the total time it took him to complete the trip was 4 hours (2 hours for the detour + 2 hours for the return trip).	0
T	The normal trip takes 3 hours and the detour took 2 hours. 3 + 2 = 5 hours in total	4
T	His normal trip takes 3 hours. He went 50 miles (1 hour) away and then had to travel 50 miles (1 hour) to get back on trach, making a total of 5 hours.	4
S	No, that's not correct. The normal trip takes 3 hours, but the detour took 2 hours, so the total time it took him to complete the trip was 4 hours (2 hours for the detour + 2 hours for the return trip). The total distance he traveled was 200 miles (150 + 50).	0
T	The total distance travelled was 150 + 50 + 50 as he had to drive back after going 50 miles.	4
S	Yes, that's correct. The total distance he traveled was 200 miles (150 + 50 + 50). The time it took him to complete the trip was 4 hours (2 hours for the detour + 2 hours for the return trip).	0
T	150 + 50 + 50 = 250	4
S	No, that's not correct. The total distance he traveled was 200 miles (150 + 50). The time it took him to complete the trip was 4 hours (2 hours for the detour + 2 hours for the return trip).	0
T	Hi, can you explain your answer?	1
T	If I buy a game for $50 and then sell it for $30, how much did I lose?	3
S	You would lose $20. You spent $50 to buy the game and then only received $30 when you sold it. So the difference is $50 - $30 = $20.	0
T	Great. This is what Joe does every month.	2
S	Yes, that's right. Joe spends $50 every month to buy games and then sells them for $30 each, which means he loses $20 every month. So if he starts with $240, he can do this for 3 months before he runs out of money.	0
T	If he starts with $240 and loses $20 each month, how many months can he continue doing this?	2
T	Well done! (Although by month 11 he would only have $40 so in theory would not have enough to buy the game in the first place.)	1
S	Yes, that's true. After 11 months, he would only have $40 left, so he wouldn't be able to buy the game in the first place. Thanks for pointing that out!	0
T	No problem!	1
T	Hi Rishi can you explain your answer?	1
S	Sure. I started by calculating the number of dishes with mango in them, which was 3 + 36/6 + 1 = 10. Then I subtracted the two dishes with fresh mango that Oliver won't eat, which was 36/6 - 2 = 4. Finally, I subtracted the 10 dishes with mango and the 4 dishes with fresh mango that Oliver won't try, which was 10 - 2 - 4 = 4. This left me with 36 - 10 - 4 = 22 dishes left on the buffet for Oliver.	0
T	If there are 10 dishes with mango and Oliver can pick the mango out of 2 of them, how many does that leave?	3
S	That would leave 8 dishes with mango that Oliver can't pick out.	0
T	Right. So with 36 dishes to try and 8 he can't eat, how many does that leave?	2
S	That would leave 28 dishes for Oliver to try.	0
T	Hi can you explain your answer	1
S	Yes, I calculated that Matt has 8 baseball cards worth $6 each, so 8 x $6 = $48. Then he traded two of them to Jane for 3 $2 cards and 1 $9 card, so 2 x $6 = $12 and 3 x $2 = $6 and 1 x $9 = $9. So the total value of what Matt received from Jane was $12 + $6 + $9 = $27. Therefore, Matt's profit was $27 - $48 = $-21.	0
T	Look carefully at what Matt traded to Jane again	3
S	Oh, I see now. Matt traded two of his baseball cards worth $6 each, so 2 x $6 = $12. He received 3 $2 cards and 1 $9 card, so 3 x $2 = $6 and 1 x $9 = $9. So the total value of what Matt received from Jane was $12 + $6 + $9 = $27. Therefore, Matt's profit was $27 - $12 = $15.	0
T	Look carefully at what he received from Jane	4
S	Oh, I see now. Matt traded two of his baseball cards worth $6 each, so 2 x $6 = $12. He received 3 $2 cards and 1 $9 card, so 3 x $2 = $6 and 1 x $9 = $9. So the total value of what Matt received from Jane was $6 + $9 = $15. Therefore, Matt's profit was $15 - $12 = $3.	0
T	Great!	1
S	Thank you!	0
T	Hi Steven can you explain your answer?	1
S	Yes, I used the information given in the problem to calculate the total number of ducks they bought. Adelaide bought twice the number of ducks that Ephraim bought, and Ephraim bought 45 fewer ducks than Kolton. So, Kolton bought 30+45 = 75 ducks. The three of them bought a total of 30+75+Ephraim's ducks, which is 30+75+30 = 135. The average number of ducks the three bought is 135/3 = 45.	0
T	OK, Let's start with what we know. How many ducks did Ephraim buy?	2
S	Ephraim bought 45 fewer ducks than Kolton, so he bought 75-45 = 30 ducks.	0
T	The question tells us that Adelaide bought twice as many ducks as Ephraim	4
S	Yes, Adelaide bought twice the number of ducks that Ephraim bought, so she bought 2*30 = 60 ducks.	0
T	Read the question carefully again	2
S	Oh, I see. The question states that Adelaide bought 30 ducks, so she bought 30 ducks, not 60.	0
S	Ephraim bought 45 fewer ducks than Kolton, so he bought 75-45 = 30 ducks.	0
T	The question says Adelaide bought twice as many ducks as Ephraim.	4
S	Yes, Adelaide bought twice the number of ducks that Ephraim bought, so she bought 2*30 = 60 ducks.	0
T	Ephraim bought 30/2=15 ducks.	4
S	Yes, that's correct. Adelaide bought twice the number of ducks that Ephraim bought, so she bought 2*15 = 30 ducks and Ephraim bought 15 ducks.	0
T	Now work out how many ducks Kolton bought.	2
S	Kolton bought 45 more ducks than Ephraim, so he bought 15+45 = 60 ducks.	0
T	So the average is?	2
S	The three of them bought a total of 30+60+15 = 105 ducks. The average number of ducks the three bought is 105/3 = 35.	0
T	Hi Ronny, can you talk me through what the 90 is for?	3
S	Sure. The 90 is the total amount Marian spent on groceries and gas. She spent 60 dollars on groceries and 30 dollars on gas, which is 60 + 30 = 90.	0
T	Yes, this is correct. However with a credit card and credit we add the amount to the card. It would be best to calculate each step.	4
S	Oh, okay. Marian's pending credit card balance was $126.00. She put $60.00 worth of groceries on her card and half that amount in gas, so $30.00. She then returned some bath towels for $45.00. So the new balance would be $126.00 + $60.00 + $30.00 - $45.00 = $171.00.	0
T	Yes, this is correct.	4
T	Please tell me about your thinking behind step 2x $8?	3
S	Step 2x $8 is derived from the equation 2x + $15 = $23. I subtracted $15 from both sides of the equation to get 2x = $8. This is because if the cost of a large puzzle is $15 and the cost of a large and small puzzle together is $23, then the cost of a small puzzle must be $8.	0
S	Yes, you're right. I should have multiplied the cost of a small puzzle ($8) by 3 to get the total cost of 3 small puzzles ($24).	0
T	Yes, this is correct.	4
S	Thank you for your help.	0
T	I think you may have got confused with the first step. 3 parts. Tell me about your thinking?	3
S	I thought that since there were twice as many hawksbill turtles as green turtles, there were three parts in total. I thought that if the number of green turtles was 800, then one part would be equal to 800/1 = 800 turtles. So, I multiplied 800 by 3 to get 2400.	0
T	I can see what you were thinking. You were right until the final part of the 2400. What was the Total number of turtles including both?	2
S	The total number of turtles including both would be 800 + (2*800) = 2400 turtles.	0
T	And how many did they start with?	3
S	They started with 800 green turtles and (2*800) = 1600 hawksbill turtles, for a total of 2400 turtles.	0
T	Plus the green turtles?	2
S	Yes, the total number of turtles including both green and hawksbill turtles is 2400.	0
T	Ok, lets break it down.	4
S	Sure. The organization started with 800 green turtles and (2*800) = 1600 hawksbill turtles, for a total of 2400 turtles. They took twice as many hawksbill turtles as green turtles, so they took 800 green turtles and (2*800) = 1600 hawksbill turtles, for a total of 2400 turtles into the conservation center.	0
T	2*800=1600	4
S	Yes, 2*800 = 1600. So, the organization took 800 green turtles and 1600 hawksbill turtles into the conservation center, for a total of 2400 turtles.	0
T	800+1600=2400, however then you need to add the green turtles also 800, so 2400+800=3200	4
S	Yes, 800+1600=2400, and then we need to add the 800 green turtles, so 2400+800=3200. So, the total number of turtles taken into the conservation center is 3200.	0
T	Yes, this is correct.	4
S	Oh, I see. So Jackson has 0 emails in his inbox initially and then he receives 65 emails. After deleting 20 emails, he has 65 - 20 = 45 emails left. Including the additional 10 emails he received, he now has 45 + 10 = 55 emails in his inbox.	0
T	Where does he receive 65 emails?	3
S	Jackson receives 65 emails when he deletes the 50 emails and receives 15 more. He then receives 5 more emails when he deletes 20 more emails.	0
T	No, he deleted the 50	4
S	Oh, I understand now. Jackson has 0 emails in his inbox initially and then he receives 15 emails. After deleting 20 emails, he has 15 - 20 = -5 emails left. Including the additional 10 emails he received, he now has -5 + 10 = 5 emails in his inbox.	0
S	Yes, Jackson has 0 emails in his inbox initially and then he receives 15 emails. After deleting 20 emails, he has 15 - 20 + 5 = 0 emails left. Including the additional 10 emails he received, he now has 0 + 10 = 10 emails in his inbox.	0
T	Take it step by step. He gets 15 + 5 = 20. Then he gets another 10. Add them together?	4
S	Yes, Jackson has 0 emails in his inbox initially and then he receives 15 emails. After deleting 20 emails, he has 15 - 20 + 5 = 0 emails left. Including the additional 10 emails he received, he now has 0 + 15 + 10 = 25 emails in his inbox.	0
T	Do not include the deleted ones.	4
S	Yes, Jackson has 0 emails in his inbox initially and then he receives 15 emails. After deleting 20 emails, he has 15 - 20 = -5 emails left. Including the additional 10 emails he received, he now has -5 + 10 = 5 emails in his inbox.	0
T	ok, 15+5+10=30. the answer is 30.	4
S	Yes, Jackson has 0 emails in his inbox initially and then he receives 15 emails. After deleting 20 emails, he has 15 - 20 + 5 = 0 emails left. Including the additional 10 emails he received, he now has 0 + 15 + 10 = 30 emails in his inbox.	0
T	Yes, this is correct.	4
T	Talk me thorugh your calculation	4
S	To calculate the number of dozen cupcakes I can bake and ice, I first need to find out how many cups of sugar I have. I have 3 cups of sugar at home and 2 bags of sugar from the store, each containing 6 cups. So I have 3 + 2 x 6 = 15 cups of sugar. Then I need to figure out how many cupcakes I can make with the sugar I have. Since 1 cup of sugar is needed for 12 cupcakes, I can make 15 / 1 = 15 dozen cupcakes. Then I need to figure out how many cupcakes worth of frosting I can make. Since I need 2 cups of sugar for a dozen cupcakes, I can make 15 x 2 = 30 cupcakes worth of frosting. Finally, I need to figure out how many dozen cupcakes I can ice. I can ice 30 / 12 = 2.5 dozen cupcakes. Since I can't make half a dozen cupcakes, the maximum number of dozens I can bake and ice is 15.	0
T	The lady needs 3 cups to make 1 cupcake?	4
S	No, the lady needs 1 cup of sugar to make 12 cupcakes. She needs 2 cups of sugar to make enough frosting for a dozen cupcakes.	0
T	Plus the batter and the frosting?	4
S	Yes, the lady needs 1 cup of sugar for the batter and 2 cups of sugar for the frosting for a dozen cupcakes.	0
T	So thats 3 then yes?	4
S	Yes, the lady needs 3 cups of sugar for a dozen cupcakes (1 cup for the batter and 2 cups for the frosting).	0
T	yes, so 15/3 is 5. The answer is 5.	4
S	Yes, that's correct. 15 cups of sugar divided by 3 cups of sugar per dozen cupcakes is 5 dozen cupcakes. So the maximum number of dozen cupcakes she can bake and ice is 5.	0
T	yes.	4
T	Hi Jian. Can you please take me through your solution?	1
S	Sure. I calculated that for the 5 kilograms cargo, Cherry earns 4 x 2.50 = $10 per day for delivering four 5 kilograms cargo. For the 8 kilograms cargo, Cherry earns 2 x 4 = $8 per day for delivering two 8 kilograms cargo. So, Cherry earns a total of 10 + 8 = $18 per day. In a week, she will earn 18 x 7 = $126.	0
T	This is great. Do you think this is what you wrote in your solution?	1
S	No, I initially wrote that Cherry earns 4 x 4 = $16 per day for delivering four 5 kilograms cargo and 2 x 4 = $8 per day for delivering two 8 kilograms cargo, making a total of 16 + 8 = $24 per day. In a week, she would earn 24 x 7 = $168. But after going through my solution again, I realized that I had made a mistake and the correct answer was 18 x 7 = $126.	0
T	This is great! Self correction is one of the very best ways to learn. Great job!	1
T	Hi Lakisha. Can you take me through your answer?	1
T	Could you retry the calculation for the sum of the first two nights and tell me what you get?	2
S	Yes. The sum of the number of pages Coral read on night 1 and night 2 is 30+58 = 88 pages.	0
T	Could you read the second sentence of the question again?	2
S	"Sure. The second sentence of the question is ""Night 3 Coral reads 3 more pages than the sum of the first two nights."""	0
S	No, the answer to night 3 is 91. The sum of the first two nights is 88 and Coral read 3 more pages than that, so the total number of pages she read in the 3 nights is 91.	0
T	Thats great! So how many pages did Coral read in the three nights together?	1
S	Coral read 91 pages in the three nights together.	0
T	If I read 10 pages one night, 5 another, and 5 on the third, how many pages have I read all together?	3
S	You have read 10+5+5 = 20 pages all together.	0
T	Could you do the same with the three nights Coral read?	2
S	Yes. Coral read 30+58+3 = 91 pages all together.	0
T	How many pages on night 1?	2
S	Coral read 30 pages on night 1.	0
S	Coral read 58 pages on night 2.	0
S	Coral read 3 pages on night 3.	0
T	Did she?	3
S	Yes, she read 3 pages on night 3.	0
T	The question says she read 3 more pages than the sum of the first two nights on night three.	4
S	That's correct. The sum of the first two nights was 30+58 = 88 pages, and Coral read 3 more pages than that on night 3, so she read 91 pages in total.	0
T	91 pages in total on night three only.	4
S	No, 91 pages in total for all three nights. On night three, Coral read 3 more pages than the sum of the first two nights, which was 88 pages. So she read 91 pages in total for all three nights.	0
T	Coral read 30 pages on night 1, 58 pages on night 2 and 91 pages on night three. 30+58+91= 179 pages	4
S	No, that's not correct. Coral read 30 pages on night 1, 58 pages on night 2, and 3 more pages than the sum of the first two nights on night three. The sum of the first two nights was 88 pages, so she read 91 pages in total for all three nights. 30+58+91 = 179 pages.	0
T	You have literally just written my answer, whilst writing she read only 91 pages in total	4
S	Yes, that's correct. Coral read 30 pages on night 1, 58 pages on night 2, and 3 more pages than the sum of the first two nights on night three. The sum of the first two nights was 88 pages, so she read 91 pages in total for all three nights. 30+58+91 = 179 pages, but she only read 91 pages in total on night three.	0
T	Hi Luca. Could you take me through your answer?	1
S	Sure. I started by converting 5.5 yards to feet, which is 5.5 x 3 = 16.5 feet. Then, I multiplied 16.5 by 4 since Amare needs 4 dresses, so that's 4 x 16.5 = 66 feet. Then, I converted 7 feet to yards, which is 7 x 3 = 21 feet. Finally, I subtracted 21 from 66 to get 45 feet, which is the amount of fabric Amare still needs for the dresses.	0
T	What unit is the length of fabric Amare already has in?	2
S	Amare already has 7 feet of fabric.	0
T	Do yuo need both the length of fabric she needs and the length of fabric she has in the samew units?	3
S	Yes, I need both the length of fabric she needs and the length of fabric she has in the same units. That's why I converted 7 feet to yards before subtracting it from 66 feet.	0
T	But then you subtracted 21 yards from 66 feet	2
S	Oh, you're right. I meant to subtract 21 feet from 66 feet. So the answer should be 45 feet.	0
T	Is that correct?	3
S	Yes, that's correct.	0
S	Amare had 7 feet of fabric to start.	0
T	so 66 feet minus 7 feet?	4
S	Yes, 66 feet minus 7 feet is equal to 59 feet, which is the amount of fabric Amare still needs for the dresses.	0
S	Thank you!	0
T	Hi Scott. Can you walk me through your answer?	1
S	Sure. The wide cupboard can hold 20 x 2 = 40 glasses. The narrow cupboard can hold 15 x 3 = 45 glasses. But with one shelf broken, the narrow cupboard can now only hold 15 x 2 = 30 glasses. Altogether, the three cupboards can hold 20 + 40 + 30 = 90 glasses. Therefore, Damien is currently displaying 90 glasses.	0
T	Can you help me with the narrow cupboard calculation. How did you get to 45?	2
S	The narrow cupboard can hold 15 glasses on each shelf, so 15 x 3 = 45 glasses. But with one shelf broken, the narrow cupboard can now only hold 15 x 2 = 30 glasses.	0
S	15 divided by 3 is 5.	0
S	Yes, each shelf can hold 5 glasses and 15 in total in the narrow cupboard.	0
T	So if a shelf in the narrow cupboard breaks, how many glasses can the narrow cupboard hold?	2
S	If a shelf in the narrow cupboard breaks, the narrow cupboard can hold 15 x 2 = 30 glasses.	0
T	Actually, it can only hold 10. 5 on each shelf	4
S	Oh, right. If a shelf in the narrow cupboard breaks, the narrow cupboard can hold 15 x 2 = 10 glasses.	0
S	Oh, right. If a shelf in the narrow cupboard breaks, the narrow cupboard can hold 5 x 2 = 10 glasses.	0
T	Thats right. Can you use 10 in your answer to obtain the correct total?	1
S	Sure. The wide cupboard can hold 20 x 2 = 40 glasses. The narrow cupboard can hold 5 x 2 = 10 glasses. Altogether, the three cupboards can hold 20 + 40 + 10 = 70 glasses. Therefore, Damien is currently displaying 70 glasses.	0
T	That's correct! Fantastic work!	1
T	Hi Steven, can you take me through your answer?	1
S	Sure. I started by figuring out how many whiskers Puffy had. Since Puffy has three times more whiskers than Juniper, I multiplied 12 (Juniper's whiskers) by 3 to get 36. Then, I knew that Puffy had half as many whiskers as Scruffy, so I multiplied 36 by 2 to get 72. I added up the whiskers for all four cats, which was 36 + 12 + 72 + Buffy = 120. Since Buffy had the same number of whiskers as the average, I subtracted the other cats' whiskers from 120 to get 0. So, Buffy had 0 whiskers.	0
S	Sure. To work out an average, you need to add up all the numbers and then divide the total by the number of numbers you added up. So, in this case, I added up the whiskers of the four cats (36 + 12 + 72 + Buffy) to get 120. Then, I divided 120 by 4 (the number of cats) to get an average of 30 whiskers.	0
T	Did you know how many whiskers Buffy had?	2
T	Is it likely Buffy had no whiskers?	3
S	No, it's unlikely that Buffy had no whiskers. I used the average number of whiskers to get my answer, so it's possible that Buffy had more or fewer whiskers than the average.	0
T	Maybe if we took the three cats whose whisker numbers we know (36 + 12 + 72) and add those up and divide by three?	2
